影片名称,评分,类型,主演,上映日期,图片URL
大鱼海棠2,暂无评分,动画／奇幻,梁旋,,https://p0.pipi.cn/mmdb/d2dad5927a3be15bf111e5d9575dcc7f58f2e.jpg?imageView2/1/w/218/h/300
直到世界尽头,6.6,剧情,前田敦子／染谷将太／柄本时生,2019-06-14,https://p0.pipi.cn/mmdb/d2dad5925372ffc7ed1789373ea22e4142772.jpg?imageView2/1/w/218/h/300
刘老根大舞台,暂无评分,真人秀,,,https://p0.pipi.cn/basicdata/54ecded7c690e1230f87a9a16dc4852017072.jpg?imageView2/1/w/218/h/300
红毯先生,8.2,剧情／喜剧,刘德华／单立文／瑞玛席丹,2024-03-15 09:00,https://p0.pipi.cn/mmdb/54ecde9a02f51b9ab43ba3b04ad237cf7b554.jpg?imageView2/1/w/218/h/300
猩球崛起：新世界,8.2,动作／科幻,欧文·提格／弗蕾娅·艾伦／凯文·杜兰,2024-05-10,https://p0.pipi.cn/basicdata/54ecde338d3f2a06d639dd1abd0a416421cf7.jpg?imageView2/1/w/218/h/300
名侦探柯南：万圣节的新娘,9.0,动画／冒险,高山南／山崎和佳奈／小山力也,2022-11-18 18:00,https://p0.pipi.cn/mmdb/25bfd692ddd7e13139313954ee2938728ad6a.jpg?imageView2/1/w/218/h/300
流浪地球,9.2,科幻／冒险／灾难,吴京／屈楚萧／李光洁,2019-02-05,https://p0.pipi.cn/mmdb/fb7386dd338923178971f7287e88ff289b70b.jpg?imageView2/1/w/218/h/300
毒液2,5.5,动作／科幻／惊悚,汤姆·哈迪／伍迪·哈里森／米歇尔·威廉姆斯,2021-10-01,https://p0.pipi.cn/mmdb/d2dad5927a302f9ab4c9fdcba52e0a2e8f517.jpg?imageView2/1/w/218/h/300
长津湖,9.5,剧情／历史／战争,吴京／易烊千玺／段奕宏,2021-09-30 09:30,https://p0.pipi.cn/mmdb/d2dad592b12f2a281eb535319dc595f6611ab.jpg?imageView2/1/w/218/h/300
满江红,9.4,悬疑／喜剧／剧情,沈腾／易烊千玺／张译,2023-01-22 09:00,https://p0.pipi.cn/mmdb/fb7386028ea51bb12dd2363a4352b3f238c4e.jpg?imageView2/1/w/218/h/300
731部队的真相：精英“医者”与人体试验,暂无评分,纪录片／历史,,2017-08-13,https://p0.pipi.cn/basicdata/54ecded7e7a0e12ff7be2ab99a7b24d875ad5.jpg?imageView2/1/w/218/h/300
二郎神之深海蛟龙,暂无评分,动画,齐克建／梁晓强／陶洪泽,2024-07-13 09:00,https://p0.pipi.cn/mmdb/54ecde71b5351b7e1207acf39a510d0ddbf5a.jpg?imageView2/1/w/218/h/300
仙女鸟飞过的夏天,暂无评分,儿童,郭赫轩／王尊／张颖捷,2024-08-24,https://p0.pipi.cn/basicdata/54ecde33807c7eddd287a99224c68955d2b06.jpg?imageView2/1/w/218/h/300
不良人,暂无评分,,,,https://p0.pipi.cn/mmdb/25bfd60233987ab860537ce0fa1f0b40f5b91.jpg?imageView2/1/w/218/h/300
渼陂,暂无评分,剧情,郭广平／洪卫／潘洋,2024-08-28,https://p0.pipi.cn/basicdata/54ecde33b53ddd21f050153782295b764e287.jpg?imageView2/1/w/218/h/300
误杀3,暂无评分,犯罪／悬疑／剧情,肖央,,https://p0.pipi.cn/mmdb/54ecded7be151bbe1250c81e94f1f14672bac.jpg?imageView2/1/w/218/h/300
百里守约,暂无评分,动画,,,https://p0.pipi.cn/basicdata/54ecded7c698d351bab8606500f92395b6429.jpg?imageView2/1/w/218/h/300
玛丽亚·凯莉的奇幻圣诞节特别节目,7.5,音乐／歌舞／奇幻／冒险,玛丽亚·凯莉／爱莉安娜·格兰德／詹妮弗·哈德森,2020-12-04,https://p0.pipi.cn/basicdata/54ecded72c90e15bf167cb898d40e7f7d73d0.jpg?imageView2/1/w/218/h/300
周六夜现场：本·阿弗莱克/坎耶·威斯特,8.3,喜剧／音乐／歌舞,本·阿弗莱克／坎耶·维斯特／唐·帕尔多,2013-05-18,https://p0.pipi.cn/mmdb/d2dad59206df2a2ff7c9fd9305c0161d7087e.jpg?imageView2/1/w/218/h/300
我看见两朵一样的云,暂无评分,爱情／科幻,王源／文淇／温茉言,,https://p0.pipi.cn/mmdb/fb7386be5bf51b9ab402ff2cb328084e3bf7e.jpg?imageView2/1/w/218/h/300
恐怖,4.7,恐怖,藤井美菜／中村友理／片平渚,2010-07-10,https://p0.pipi.cn/mmdb/d2dad592b122ffb12d06d6f1ac2acfb920285.jpg?imageView2/1/w/218/h/300
海街日记,8.8,剧情／家庭,绫濑遥／长泽雅美／广濑铃,2015-06-13,https://p0.pipi.cn/mmdb/25bfd69206df2a0faf313973cc3f768de76dd.jpg?imageView2/1/w/218/h/300
误杀,9.4,剧情／犯罪,肖央／谭卓／陈冲,2019-12-13,https://p0.pipi.cn/mmdb/d2dad5925372fff2aabe12416024f1c8c5f88.jpg?imageView2/1/w/218/h/300
功夫熊猫,8.8,动画,杰克·布莱克／达斯汀·霍夫曼／安吉丽娜·朱莉,2008-06-20,https://p0.pipi.cn/mmdb/fb7386022ff9238ea3ddd24547b24cec15526.jpg?imageView2/1/w/218/h/300
泪光里的妈妈,暂无评分,,,,https://p0.pipi.cn/mmdb/fb73862fc69338c9fd8ea3e0dafeb6b5f4477.jpg?imageView2/1/w/218/h/300
热烈,9.4,青春／运动／喜剧,黄渤／王一博／刘敏涛,2023-07-28 10:00,https://p0.pipi.cn/mmdb/fb7386dd0faf2af2aa8d3359e4cdeae13a5b8.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
不能说的秘密,8.5,剧情／音乐／奇幻／情感,周杰伦／桂纶镁／黄秋生,2007-07-31,https://p0.pipi.cn/mmdb/d2dad592c7e7e1537c395bfe95d3f9765e31e.jpg?imageView2/1/w/218/h/300
电锯惊魂7,7.1,悬疑／惊悚／恐怖,托宾·贝尔／科斯塔斯·曼迪勒／贝茜·拉塞尔,2010-10-29,https://p0.pipi.cn/basicdata/54ecded78070e17e122ff74fdfe298094b896.jpg?imageView2/1/w/218/h/300
汪汪队立大功大电影2：超能大冒险,9.2,动画,天天／阿奇／莱德队长,2023-09-29 09:00,https://p0.pipi.cn/mmdb/fb73869206d923cf3e2c957044a84bca8e289.jpg?imageView2/1/w/218/h/300
开学,暂无评分,短片,,2013-12-01,https://p0.pipi.cn/mmdb/d2dad5920308077a35395b33bfa0571eb984d.jpg?imageView2/1/w/218/h/300
速度与激情10,8.8,动作,范·迪塞尔／米歇尔·罗德里格兹／杰森·莫玛,2023-05-17,https://p0.pipi.cn/mmdb/fb73867153751b39dd537c15123f3b985964f.jpg?imageView2/1/w/218/h/300
普罗米修斯,7.6,冒险／科幻／惊悚,劳米·拉佩斯／迈克尔·法斯宾德／查理兹·塞隆,2012-09-02,https://p0.pipi.cn/mmdb/d2dad592c7e7e12c95f2aa22559961820e650.jpg?imageView2/1/w/218/h/300
小偷家族,8.1,剧情／犯罪,中川雅也／安藤樱／松冈茉优,2018-08-03,https://p0.pipi.cn/mmdb/d2dad5925372ffd7c387a9d01bddad81625c3.jpg?imageView2/1/w/218/h/300
前任4：英年早婚,8.7,爱情／喜剧,韩庚／郑恺／于文文,2023-09-28 18:00,https://p0.pipi.cn/mmdb/fb73865171fb12b5358077f499f0b4c7f923e.jpg?imageView2/1/w/218/h/300
儿童电影,暂无评分,短片,,2023-08-09,https://p0.pipi.cn/basicdata/54ecded7c690e12ff7c9fde19fd1f05ba45e5.jpg?imageView2/1/w/218/h/300
唐人街探案3,8.8,喜剧／悬疑,王宝强／刘昊然／妻夫木聪,2021-02-12 08:00,https://p0.pipi.cn/mmdb/d2dad5925372ffddd27e1226c827f51b79603.jpg?imageView2/1/w/218/h/300
复仇者联盟4：终局之战,9.1,动作／科幻／奇幻／冒险,小罗伯特·唐尼／克里斯·埃文斯／马克·鲁法洛,2019-04-24,https://p0.pipi.cn/mmdb/fb7386022ff3381789b860604cfd53eacf04c.jpg?imageView2/1/w/218/h/300
大“反”派,7.1,喜剧／剧情,包贝尔／李嘉琦／魏翔,2024-04-04 09:00,https://p0.pipi.cn/mmdb/54ecde7102f338178902fff703cdbce024d06.jpg?imageView2/1/w/218/h/300
怯懦的勇气,暂无评分,剧情,薛闻君／李捷沁／王晓义,2024-08-16,https://p0.pipi.cn/basicdata/54ecded77a3f2a7a355015b016b17127756ba.jpg?imageView2/1/w/218/h/300
来福大酒店,8.9,剧情／爱情,黄轩／柳岩／刘洋,2024-06-28 09:00,https://p0.pipi.cn/basicdata/54ecded753751bb5358d33ee475d70f34f748.jpg?imageView2/1/w/218/h/300
三个字,暂无评分,剧情,易烊千玺／齐溪／王传君,,https://p0.pipi.cn/mmdb/25bfd69a5bf923501592353e9d7ee1ab0a48c.jpg?imageView2/1/w/218/h/300
我才不要和你做朋友呢,9.1,喜剧／青春,庄达菲／陈昊宇／王皓,2024-06-08 09:00,https://p0.pipi.cn/mmdb/54ecde71338ddd030c50c813e19b261e9b8a6.jpg?imageView2/1/w/218/h/300
哈尔的移动城堡,9.5,爱情／奇幻／动画,木村拓哉／于适／倍赏千惠子,2024-04-30 17:00,https://p0.pipi.cn/mmdb/54ecde8771ff2a338f50c89f71e1dabc3f16b.jpg?imageView2/1/w/218/h/300
猪猪侠大电影·星际行动,9.0,动画／冒险／喜剧／音乐,陆双／徐经纬／刘青扬,2024-05-01 09:00,https://p0.pipi.cn/mmdb/54ecde8792351be7aacbae482f883990e3828.jpg?imageView2/1/w/218/h/300
天气之子,9.0,爱情／动画／奇幻,醍醐虎汰朗／森七菜／本田翼,2019-11-01,https://p0.pipi.cn/mmdb/d2dad5925375bff0eee7aa93a6b0e07b19433.jpg?imageView2/1/w/218/h/300
疯狂的麦克斯：狂暴女神,9.0,动作／冒险,安雅·泰勒-乔伊／克里斯·海姆斯沃斯／汤姆·伯克,2024-06-07,https://p0.pipi.cn/mmdb/54ecde87c7e0fa230f2c9511008013b71655a.jpg?imageView2/1/w/218/h/300
泰坦尼克号,9.6,剧情／爱情／灾难,莱昂纳多·迪卡普里奥／凯特·温丝莱特／比利·赞恩,1998-04-03,https://p0.pipi.cn/mmdb/fb73869af2a51b339e537c802afb40db7a7fe.jpg?imageView2/1/w/218/h/300
你的颜色,暂无评分,动画／音乐,铃川纱由／高石明里／新垣结衣,2024-08-30,https://p0.pipi.cn/mmdb/54ecde71807ddd3ba3af331e8306029ea7619.jpg?imageView2/1/w/218/h/300
透明侠侣,暂无评分,喜剧／奇幻,史策／王皓／孙天宇,,https://p0.pipi.cn/mmdb/fb7386715bfb120faff2aa2b0f1d573de5161.jpg?imageView2/1/w/218/h/300
航海王：红发歌姬,9.0,动画,田中真弓／中井和哉／冈村明美,2022-12-01 18:00,https://p0.pipi.cn/mmdb/25bfd692030923f0eeb860743216097043104.jpg?imageView2/1/w/218/h/300
神偷奶爸,8.9,喜剧／动画／冒险,史蒂夫·卡瑞尔／杰森·席格尔／拉塞尔·布兰德,2010-06-27,https://p0.pipi.cn/mmdb/d2dad592c7e7e18ea3300bdc4a93f66341fc2.jpg?imageView2/1/w/218/h/300
维和防暴队,8.6,动作／剧情,黄景瑜／王一博／钟楚曦,2024-05-01 09:00,https://p0.pipi.cn/mmdb/54ecde027e15bf395b02ff5cce84a702132ab.jpg?imageView2/1/w/218/h/300
谯国夫人,暂无评分,戏曲,曾小敏／文汝清／彭庆华,2024-07-05,https://p0.pipi.cn/mmdb/54ecde718eaf2a230f07ac1490a1ee2ef9e5a.jpg?imageView2/1/w/218/h/300
新龙门客栈,暂无评分,剧情,李云霄／陈丽君／张亚洲,,https://p0.pipi.cn/mmdb/54ecde8d7a3f2a2ff7e19bdc4359689a9048e.jpg?imageView2/1/w/218/h/300
扎职2：江湖陌路,6.1,动作／犯罪,黄宗泽／张继聪／陈家乐,2023-10-05,https://p0.pipi.cn/mmdb/fb738651c7e33931392ff7baaf5ff2a4bc805.jpg?imageView2/1/w/218/h/300
唐探1900,暂无评分,剧情／喜剧／悬疑,王宝强／刘昊然／周润发,,https://p0.pipi.cn/basicdata/54ecded7c690e1d23c7e12f7cee52fd9e295b.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
特工,7.2,剧情／悬疑／历史,黄政民／李星民／赵震雄,2018-08-08,https://p0.pipi.cn/basicdata/54ecded78078d37e123139c5777a28aba58bc.jpg?imageView2/1/w/218/h/300
步履不停,8.8,剧情／家庭,原田芳雄／阿部宽／夏川结衣,2008-06-28,https://p0.pipi.cn/mmdb/54ecde332c9f2af0ee87a9d819dec14bd89e0.jpg?imageView2/1/w/218/h/300
人生大事,9.4,剧情／家庭,朱一龙／杨恩又／王戈,2022-06-24 18:00,https://p0.pipi.cn/mmdb/54ecde8751b51b2c955bf1698b6b855ec2d2c.jpg?imageView2/1/w/218/h/300
唐人街探案5,暂无评分,喜剧／悬疑,王宝强／刘昊然,,https://p0.pipi.cn/basicdata/54ecded706d8d357e2f0ee87e99e5641fc07d.jpg?imageView2/1/w/218/h/300
小丑,8.6,剧情／惊悚／犯罪,杰昆·菲尼克斯／罗伯特·德尼罗／亚历克·鲍德温,2019-10-04,https://p0.pipi.cn/mmdb/d2dad592537923d23c030cd4e3674a1227733.jpg?imageView2/1/w/218/h/300
奥本海默,9.3,剧情／传记／历史,基里安·墨菲／艾米莉·布朗特／马特·达蒙,2023-08-30,https://p0.pipi.cn/mmdb/54ecde8d537923be127a35edaa7ed1b006af8.jpg?imageView2/1/w/218/h/300
单声,暂无评分,纪录片,单声,2021-12-17,https://p0.pipi.cn/mmdb/d2dad5927a39abbe12be1261ecde19d8022c2.jpg?imageView2/1/w/218/h/300
我和我的家乡,9.1,剧情／喜剧,葛优／黄渤／范伟,2020-10-01 08:00,https://p0.pipi.cn/mmdb/d2dad5927a3be1339e92358fb74c21ad5112a.jpg?imageView2/1/w/218/h/300
17年零364天,暂无评分,剧情,陈瑾,,https://p0.pipi.cn/basicdata/54ecded7e7a0e106d65bf11c598c8db1ce578.jpg?imageView2/1/w/218/h/300
铃芽之旅,9.0,爱情／动画／奇幻,原菜乃华／松村北斗／深津绘里,2023-03-24 09:00,https://p0.pipi.cn/mmdb/fb73869a3390fa281e395ba5f89fe7142e4ab.jpg?imageView2/1/w/218/h/300
喜羊羊与灰太狼之筐出未来,9.3,动画／喜剧,祖晴／喜羊羊／灰太狼,2022-02-01 08:00,https://p0.pipi.cn/mmdb/fb7386be5bf339281ed23640869e0d68bb7e8.jpg?imageView2/1/w/218/h/300
宠爱,8.9,喜剧／爱情／剧情,于和伟／吴磊／张子枫,2019-12-31,https://p0.pipi.cn/mmdb/d2dad592537c69be1250c8af2e691ab223ebe.jpg?imageView2/1/w/218/h/300
马戏之王,8.9,剧情／传记／歌舞,休·杰克曼／扎克·埃夫隆／米歇尔·威廉姆斯,2018-02-01,https://p0.pipi.cn/mmdb/d2dad592b12f2ac696be2a93681f415ff17fb.jpg?imageView2/1/w/218/h/300
地球脉动：极境生存,暂无评分,纪录片,刘琮,2024-07-27 09:00,https://p0.pipi.cn/basicdata/54ecded7b53f2a39ddb12d84c48b79adf435f.jpg?imageView2/1/w/218/h/300
功夫之王,暂无评分,动作／奇幻／冒险／武侠／古装,李连杰／成龙／邹兆龙,2024-08-03,https://p0.pipi.cn/mmdb/54ecde33be1338b5350faf3ac91417424b4fb.jpg?imageView2/1/w/218/h/300
火星计划,暂无评分,喜剧／科幻,范丞丞／贾冰,,https://p0.pipi.cn/mmdb/d2dad5927a35bf71f7ddd2ab7a7b02255bf1b.jpg?imageView2/1/w/218/h/300
断·桥,8.0,剧情／犯罪,马思纯／王俊凯／范伟,2022-08-13 09:00,https://p0.pipi.cn/mmdb/25bfd63351bdddf0eeaf33736324b208ccd73.jpg?imageView2/1/w/218/h/300
无主之地,暂无评分,喜剧／动作／科幻／惊悚,杰克·布莱克／凯特·布兰切特／凯文·哈特,2024-08-09,https://p0.pipi.cn/mmdb/54ecdebec6951b92573ba3d6a368ab198b384.jpg?imageView2/1/w/218/h/300
美国内战,8.1,剧情／战争,克尔斯滕·邓斯特／瓦格纳·马拉／斯蒂芬·亨德森,2024-06-07 18:00,https://p0.pipi.cn/mmdb/54ecde718d3c7ecbae2ff7c7d3fbf6f84efbc.jpg?imageView2/1/w/218/h/300
神话,7.8,喜剧／动作／冒险,成龙／金喜善／梁家辉,2005-09-23,https://p0.pipi.cn/mmdb/d2dad592c7e7e18ea3c7ed1f98bbeac963f5d.jpg?imageView2/1/w/218/h/300
毒液：致命守护者,9.2,动作／惊悚／科幻,汤姆·哈迪／米歇尔·威廉姆斯／里兹·阿迈德,2018-11-09,https://p0.pipi.cn/mmdb/d2dad592b129233139c7ed62f10f91c6d0a0c.jpg?imageView2/1/w/218/h/300
天堂旅行团,暂无评分,剧情,,,https://p0.pipi.cn/mmdb/54ecde71c6951b230ff0ee125516472cdb042.jpg?imageView2/1/w/218/h/300
谈判专家,9.1,剧情,吴镇宇／刘青云／刘德华,2024-06-08 10:00,https://p0.pipi.cn/basicdata/54ecded77e19233ba3e7aa3a130cc4f859508.jpg?imageView2/1/w/218/h/300
熊出没·伴我“熊芯”,9.2,动画／喜剧／科幻,张秉君／谭笑／张伟,2023-01-22 09:00,https://p0.pipi.cn/mmdb/fb73868d9abf2a17898077a200b110bcf808b.jpg?imageView2/1/w/218/h/300
蔡依林 Ugly Beauty 世界巡回演唱会 台北站,暂无评分,纪录片／音乐,蔡依林／徐熙娣／田馥甄,2019-12-30,https://p0.pipi.cn/basicdata/54ecded7c690e1af33ddd29b1ae40ed295568.jpg?imageView2/1/w/218/h/300
三大队,8.8,剧情／犯罪,张译／李晨／魏晨,2023-12-15 09:00,https://p0.pipi.cn/mmdb/fb73862f06d923537c0e1350dd782507d890f.jpg?imageView2/1/w/218/h/300
汉文皇后（戏曲 越剧）,暂无评分,戏曲／剧情,黄美菊／裘巧芳／陈丽君,2023-12-18,https://p0.pipi.cn/mmdb/fb73862f5bfb12d23c395b8000c6c0200dbd0.jpg?imageView2/1/w/218/h/300
恐怖游轮,8.5,剧情／悬疑／惊悚,梅利莎·乔治／利亚姆·海姆斯沃斯／迈克尔·多曼,2009-10-16,https://p0.pipi.cn/mmdb/d2dad592b1292339ddaf33ec6b8840f82f8c8.jpg?imageView2/1/w/218/h/300
蜘蛛侠：纵横宇宙,9.0,动画／动作／科幻,沙梅克·摩尔／彭昱畅／海莉·斯坦菲尔德,2023-06-02 09:00,https://p0.pipi.cn/mmdb/54ecde9ab53c7e230f50c824665c394782d11.png?imageView2/1/w/218/h/300
变形金刚,7.9,动作／科幻／惊悚,梅根·福克斯／姜广涛／张雪凌,2007-07-11,https://p0.pipi.cn/mmdb/d2dad592b1251be7aa16bdfbd20459cecfdbd.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
我要当老师,暂无评分,剧情／青春／喜剧／校园,王润泽／原雨／林永健,2024-04-18,https://p0.pipi.cn/mmdb/54ecde022ffc7ebe2a923503b4a02b4a3a154.jpg?imageView2/1/w/218/h/300
宇宙探索编辑部,9.0,喜剧／科幻,杨皓宇／艾丽娅／蒋奇明,2023-04-01 09:00,https://p0.pipi.cn/mmdb/fb73869a11eb12338f537cc474777234afe0c.jpg?imageView2/1/w/218/h/300
变形金刚5：最后的骑士,7.5,动作／冒险／科幻,马克·沃尔伯格／桑地亚哥·卡布瑞拉／伊莎贝拉·默塞德,2017-06-23,https://p0.pipi.cn/mmdb/d2dad592b12f2a11e5e7aa94556ce183b295d.jpg?imageView2/1/w/218/h/300
731恐怖女体试验,5.5,灾难,,1999-01-01,https://p0.pipi.cn/mmdb/d2dad592b125bf3ba351baeb72c8144e652fa.jpg?imageView2/1/w/218/h/300
花束般的恋爱,8.9,剧情／爱情,有村架纯／菅田将晖／细田佳央太,2022-02-22,https://p0.pipi.cn/mmdb/25bfd6bec7e7e1030cb12da89b6f158d2d3ce.jpg?imageView2/1/w/218/h/300
大鱼海棠,8.4,动画,季冠霖／苏尚卿／许魏洲,2016-07-08,https://p0.pipi.cn/mmdb/fb7386dd3389233ba3338fbde0992586adb23.jpg?imageView2/1/w/218/h/300
剧院魅影：25周年纪念演出,9.2,剧情／音乐／歌舞,Stephen John Davis／莱明·卡莱姆罗／席爱拉·博格斯,2011-10-02,https://p0.pipi.cn/basicdata/54ecded77e10e1f2aa39ddf9d3e53846303df.jpg?imageView2/1/w/218/h/300
刺猬索尼克2,暂无评分,喜剧／动作／科幻／动画,迪卡·桑普特／本·施瓦茨／詹姆斯·麦斯登,2022-04-08,https://p0.pipi.cn/mmdb/25bfd6025bf51bddd2e7aae175db712038100.jpg?imageView2/1/w/218/h/300
刺猬索尼克,8.6,动画／冒险／喜剧,金·凯瑞／迪卡·桑普特／本·施瓦茨,2020-07-31,https://p0.pipi.cn/mmdb/d2dad5927e10fa11e5b860c1ef275e067f2bb.jpg?imageView2/1/w/218/h/300
机器人之梦,9.4,动画／家庭,伊万·拉班达／阿尔伯特·特里佛·塞加拉／拉法·卡尔沃,2024-06-08 09:00,https://p0.pipi.cn/mmdb/54ecde7133951b7df5b5355ba9bf8e2ad643e.jpg?imageView2/1/w/218/h/300
奇迹·笨小孩,9.5,剧情,易烊千玺／田雨／陈哈琳,2022-02-01 08:00,https://p0.pipi.cn/mmdb/25bfd68de7adddddd2395b4c04f4737cd31fc.jpg?imageView2/1/w/218/h/300
不能错过的只有你2,暂无评分,爱情,,,https://p0.pipi.cn/mmdb/54ecde8d11e923b8602ff79cfa6dd1d01cc50.jpg?imageView2/1/w/218/h/300
沙丘2,8.9,科幻／动作／冒险／剧情,提莫西·查拉梅／赞达亚·科尔曼／丽贝卡·弗格森,2024-03-08 12:00,https://p0.pipi.cn/mmdb/54ecdebe7a351bd236c69612ca47cec9ad381.jpg?imageView2/1/w/218/h/300
朱同在三年级丢失了超能力,暂无评分,喜剧／奇幻,岳昊／马千壹／徐艺瑄,2024-05-25 09:00,https://p0.pipi.cn/mmdb/54ecde8780751b07ac9257e2cc2bf75abc8bf.jpg?imageView2/1/w/218/h/300
误杀2,9.0,剧情／犯罪／家庭,肖央／任达华／文咏珊,2021-12-17 18:00,https://p0.pipi.cn/mmdb/25bfd68dbe17e1030cf0ee3dd5c16373fabcb.jpg?imageView2/1/w/218/h/300
731部队：满洲的噩梦,6.4,纪录片／战争,,1998-08-01,https://p0.pipi.cn/mmdb/d2dad5927e10fab860030cba82882ddfde320.jpg?imageView2/1/w/218/h/300
爱情储蓄罐,暂无评分,喜剧／爱情／剧情,秦霄贤／王影璐,,https://p0.pipi.cn/mmdb/25bfd6ddb53b12281ec696802dd1e38d3b508.jpg?imageView2/1/w/218/h/300
长津湖之水门桥,9.6,剧情／历史／战争,吴京／易烊千玺／朱亚文,2022-02-01 08:00,https://p0.pipi.cn/mmdb/25bfd6be9abc7e8d3311e5bd9b6d287be0f28.png?imageView2/1/w/218/h/300
鬼片王之再现凶榜,5.8,恐怖,王敏德／彭丹／李兆基,1999-11-18,https://p0.pipi.cn/mmdb/d2dad592b12338cf3ecf3e4359215c20797af.jpg?imageView2/1/w/218/h/300
侏罗纪世界3,8.0,动作／冒险／科幻,克里斯·帕拉特／布莱丝·达拉斯·霍华德／劳拉·邓恩,2022-06-10,https://p0.pipi.cn/mmdb/fb7386028ea51b8ea3f0eea12d611c9c07789.jpg?imageView2/1/w/218/h/300
异形2,8.4,科幻／动作／惊悚／恐怖,西格妮·韦弗／迈克尔·比恩／比尔·帕克斯顿,1986-07-18,https://p0.pipi.cn/mmdb/d2dad592b12338338f0fafaf1672db1597730.jpg?imageView2/1/w/218/h/300
歌剧魅影,8.3,剧情／爱情／惊悚／音乐,杰拉德·巴特勒／艾米·罗森／帕特里克·威尔森,2004-12-10,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d236339ecfef01e9b22be99.jpg?imageView2/1/w/218/h/300
送你一朵小红花,9.2,剧情／家庭,易烊千玺／刘浩存／朱媛媛,2020-12-31 18:00,https://p0.pipi.cn/mmdb/d2dad5927a3be1d2361789062615c8f245395.jpg?imageView2/1/w/218/h/300
西游记之孙悟空三打白骨精,7.7,喜剧／动作／奇幻,郭富城／巩俐／冯绍峰,2016-02-08,https://p0.pipi.cn/mmdb/d2dad592b125bf50c839ddcf5beecf70c1c9c.jpg?imageView2/1/w/218/h/300
名侦探柯南特典：通往大阪什锦煎饼的艰险之路,暂无评分,动画／悬疑,高山南,2010-04-17,https://p0.pipi.cn/basicdata/54ecded70308d351bac6967afe8b55cffa81a.jpg?imageView2/1/w/218/h/300
战狼2,9.7,动作／战争,吴京／弗兰克·格里罗／吴刚,2017-07-27 20:01,https://p0.pipi.cn/mmdb/d2dad5927e10fa030c9ab4d621639c3bad00e.jpg?imageView2/1/w/218/h/300
异形4,7.4,动作／科幻／恐怖,西格妮·韦弗／薇诺娜·瑞德／多米尼克·皮诺,1997-11-20,https://p0.pipi.cn/mmdb/d2dad592c7e7e1af33339e553132ccf09c42d.jpg?imageView2/1/w/218/h/300
BLACKPINK世界巡演：天生粉红 大电影,暂无评分,音乐／纪录片,金智秀／金珍妮／朴彩英,2024-07-31,https://p0.pipi.cn/basicdata/54ecded7c690e1537cb535f5aef48260fe71f.jpg?imageView2/1/w/218/h/300
